Date,Bill of Lading,Location,Customer,Product,Volume,,
4/01/2024,8141318068,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL COOLUP EX COOGEE,ULSD 10PPM,"1,022",,
4/01/2024,63902,AU THDPTY COOGEE ROCKINGHAM,PILBARA CEMENT - KWINANA TANK,ULSD 10PPM,"38,028",,
4/01/2024,63902,AU THDPTY COOGEE ROCKINGHAM,PILBARA CEMENT - KWINANA TANK,ULSD 10PPM,354,,
5/01/2024,8141240006,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,161",,
5/01/2024,8141240006,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,872",,
5/01/2024,8141240006,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,274,,
5/01/2024,8141240006,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,297,,
5/01/2024,8141240008,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,161",,
5/01/2024,8141240008,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,873",,
5/01/2024,8141240008,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,274,,
5/01/2024,8141240008,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,297,,
5/01/2024,8141240693,AU TERM KEWDALE,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,"38,946",,
5/01/2024,8141240693,AU TERM KEWDALE,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,"37,748",,
5/01/2024,8141240693,AU TERM KEWDALE,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,752,,
5/01/2024,8141240693,AU TERM KEWDALE,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,729,,
5/01/2024,GRANT ROBINSON,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"36,891",,
5/01/2024,GRANT ROBINSON,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"32,850",,
5/01/2024,GRANT ROBINSON,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"1,429",,
5/01/2024,GRANT ROBINSON,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"1,273",,
5/01/2024,8141319029,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"44,225",,
5/01/2024,8141319029,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"47,781",,
5/01/2024,8141319029,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"2,693",,
5/01/2024,8141319029,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"2,910",,
5/01/2024,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,"6,000",,
5/01/2024,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,313,,
5/01/2024,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"32,101",,
5/01/2024,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"43,001",,
5/01/2024,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"1,676",,
5/01/2024,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"2,245",,
6/01/2024,8141240009,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,163",,
6/01/2024,8141240009,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,871",,
6/01/2024,8141240009,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,274,,
6/01/2024,8141240009,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,297,,
7/01/2024,8141319201,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,224",,
7/01/2024,8141319201,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,773",,
7/01/2024,8141319201,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,274,,
7/01/2024,8141319201,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,296,,
