event_id,vehicle_id,vehicle,driver,detection_time,utc_offset,event_type,detected_event_type,duration_seconds,speed_kph,travel_metres,latitude,longitude,audio_alert,vibration_alert,trip_distance_metres,trip_time_seconds,confirmation,confirmation_time,classification,fleet,timezone,account,service_provider,shift,crew,guardian_unit,software_version,labels
2423460858,40131,1EXV411,,3/31/2024,480,distraction,distraction,4.5,99,123,-30.1228,121.1516,yes,no,94529,4973,normal driving,3/31/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007647,1.4.7.493490,
2423465291,40131,1EXV411,,3/31/2024,480,distraction,distraction,4.6,91,116,-28.6875,121.2326,yes,no,275243,13343,normal driving,3/31/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007647,1.4.7.493490,
2423469027,146595,323341,,3/31/2024,480,distraction,distraction,4.8,95,127,-34.3802,118.7477,yes,no,100180,8267,normal driving,3/31/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011904,1.4.6.487803,
2423479066,40131,1EXV411,,3/31/2024,480,distraction,distraction,4.5,51,63,-26.56,120.8292,yes,no,628792,30630,verified,3/31/2024,distracted driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007647,1.4.7.493490,
2423480542,40131,1EXV411,,3/31/2024,480,distraction,distraction,5.3,82,121,-26.482,120.4412,yes,no,686482,47554,normal driving,3/31/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007647,1.4.7.493490,
2423492657,59456,1HCR815,,4/1/2024,480,distraction,distraction,4.6,46,58,-31.9823,115.973,yes,no,5439,965,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00002622,1.4.7.493490,
2423500505,40131,1EXV411,,4/1/2024,480,distraction,distraction,4.1,98,112,-28.3062,121.1474,yes,no,58856,2771,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007647,1.4.7.493490,
2423501748,11714,1GFN535,,4/1/2024,480,distraction,distraction,4.1,87,98,-32.4032,116.2744,yes,no,69278,5231,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010741,1.4.7.493490,
2423505436,59854,1GAQ157,,4/1/2024,480,distraction,distraction,7,46,90,-29.0956,115.1685,yes,no,71287,3263,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00005292,1.4.7.493490,
2423508290,16924,1EJF777,,4/1/2024,480,distraction,distraction,4.6,40,51,-31.2881,118.7023,yes,no,65989,13768,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011771,1.4.6.487803,
2423510118,16924,1EJF777,,4/1/2024,480,distraction,distraction,4.5,48,59,-31.4878,118.2353,yes,no,127685,16716,verified,4/1/2024,distracted driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011771,1.4.6.487803,
2423516924,149313,204811,,4/1/2024,480,distraction,distraction,4.2,60,70,-21.5856,118.8186,yes,no,178674,13385,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011922,1.4.6.487803,
2423526181,112335,1HUT976,,4/1/2024,480,distraction,distraction,4.3,94,111,-27.969,120.2701,yes,no,146214,32561,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011083,1.4.7.493490,
2423526837,29872,1GDJ946,,4/1/2024,480,distraction,distraction,8.4,45,106,-32.0108,115.9966,yes,no,6101,718,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010824,1.4.7.493490,
2423533346,131067,1HXX939,,4/1/2024,480,distraction,distraction,4.9,48,65,-28.7971,114.6799,yes,no,9439,982,normal driving,4/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423536102,29328,1EXV409,,4/1/2024,480,distraction,fatigue,1.9,54,28,-32.9609,116.8002,yes,yes,150379,8109,verified,4/1/2024,cell phone use,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010794,1.4.7.493490,
2423552839,119888,1HHJ911,,4/2/2024,480,distraction,distraction,6.3,47,82,-31.9816,115.9783,yes,no,4813,752,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011911,1.4.7.493490,
2423552546,11282,1ETO041,,4/2/2024,480,distraction,distraction,4.2,86,99,-31.3444,116.1401,yes,no,84492,3737,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010891,1.4.7.493490,
2423562339,59854,1GAQ157,,4/2/2024,480,distraction,distraction,6.7,41,77,-28.7772,114.6457,yes,no,6063,540,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00005292,1.4.7.493490,
2423566088,29730,1EXM998,,4/2/2024,480,distraction,distraction,5,45,62,-30.1293,116.3376,yes,no,99785,8206,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011118,1.4.7.493490,
2423568360,19086,1DCG936,,4/2/2024,480,distraction,distraction,4.6,92,117,-31.6271,116.6601,yes,no,144120,7201,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010559,1.4.6.487803,
2423573164,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.8,40,53,-28.7667,114.7911,yes,no,10680,1947,verified,4/2/2024,distracted driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423573375,100956,1HQO889,,4/2/2024,480,distraction,distraction,4.3,100,119,-32.5544,115.8146,yes,no,41912,2952,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,
2423573559,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.4,62,76,-28.7475,114.8314,yes,no,15261,2233,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423573607,138636,1HXX550,,4/2/2024,480,distraction,distraction,10.8,92,276,-33.4126,116.9574,yes,no,82357,7909,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008866,1.4.6.487803,
2423575244,131067,1HXX939,,4/2/2024,480,distraction,distraction,13.5,46,171,-28.7012,115.0792,yes,no,42167,3917,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423575766,29730,1EXM998,,4/2/2024,480,distraction,distraction,4.2,99,115,-30.0192,115.8629,yes,no,209238,17577,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011118,1.4.7.493490,
2423576885,131067,1HXX939,,4/2/2024,480,distraction,distraction,5.1,58,82,-28.5588,115.473,yes,no,84614,5968,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423581246,131067,1HXX939,,4/2/2024,480,distraction,distraction,4,70,79,-28.4347,116.0384,yes,no,143075,8749,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423580303,19086,1DCG936,,4/2/2024,480,distraction,distraction,4.2,77,90,-31.8942,116.2263,yes,no,33282,2682,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010559,1.4.6.487803,
2423586867,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.5,88,110,-28.3482,116.8383,yes,no,222826,12624,verified,4/2/2024,distracted driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423585779,11282,1ETO041,,4/2/2024,480,distraction,distraction,4.5,89,112,-28.5195,116.8539,yes,no,441111,19970,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010891,1.4.7.493490,
2423586863,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.3,90,107,-28.1631,117.6229,yes,no,304579,15893,verified,4/2/2024,distracted driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423589648,37775,1DBC759,,4/2/2024,480,distraction,distraction,4.8,43,57,-31.4667,117.7506,yes,no,70047,5199,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011087,1.4.7.493490,
2423587304,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.4,45,55,-28.0663,117.8485,yes,no,331034,17118,verified,4/2/2024,distracted driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423589194,101229,1HQG149,,4/2/2024,480,distraction,distraction,9.7,99,268,-29.0987,115.3083,yes,no,212687,15066,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013858,1.4.7.493490,
2423595461,131067,1HXX939,,4/2/2024,480,distraction,distraction,6,87,144,-28.1838,118.3053,yes,no,48824,2356,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423592643,37775,1DBC759,,4/2/2024,480,distraction,distraction,4.1,97,110,-31.5279,118.103,yes,no,129880,12701,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011087,1.4.7.493490,
2423600436,131067,1HXX939,,4/2/2024,480,distraction,distraction,6.1,94,159,-27.964,119.4086,yes,no,166643,7624,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423600397,131067,1HXX939,,4/2/2024,480,distraction,distraction,5.2,93,134,-27.9327,119.6592,yes,no,191780,8713,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423600391,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.3,90,106,-27.9673,119.7969,yes,no,206173,9281,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423600385,131067,1HXX939,,4/2/2024,480,distraction,distraction,10.1,90,253,-27.9837,119.862,yes,no,212866,9549,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423599093,59544,1HEL581,,4/2/2024,480,distraction,distraction,4.3,41,49,-31.8767,116.3192,yes,no,40012,3323,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007174,1.4.7.493490,
2423600375,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.4,73,90,-27.9659,120.2464,yes,no,255150,11283,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423600379,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.3,74,89,-27.9649,120.241,yes,no,254597,11256,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423600374,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.1,61,70,-27.9722,120.3017,yes,no,260655,11565,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423600362,131067,1HXX939,,4/2/2024,480,distraction,distraction,4,74,83,-27.9725,120.3235,yes,no,262797,11692,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423600372,131067,1HXX939,,4/2/2024,480,distraction,distraction,4.3,74,88,-27.9726,120.3224,yes,no,262695,11687,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423601677,59544,1HEL581,,4/2/2024,480,distraction,distraction,4.4,60,74,-31.6342,116.7163,yes,no,53020,2574,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007174,1.4.7.493490,
2423603770,112335,1HUT976,,4/2/2024,480,distraction,distraction,4.5,78,98,-28.0113,118.6309,yes,no,88550,4449,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011083,1.4.7.493490,
2423603036,131067,1HXX939,,4/2/2024,480,distraction,distraction,9.3,61,156,-27.3215,120.5132,yes,no,378720,16566,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423604785,29328,1EXV409,,4/2/2024,480,distraction,distraction,4.9,55,74,-32.1472,115.9757,yes,no,14923,1518,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010794,1.4.7.493490,
2423608115,29328,1EXV409,,4/2/2024,480,distraction,distraction,4.8,43,58,-31.9807,115.991,yes,no,3127,577,normal driving,4/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010794,1.4.7.493490,
2423620747,59544,1HEL581,,4/3/2024,480,distraction,distraction,5.3,100,145,-31.769,115.9517,yes,no,233016,9240,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007174,1.4.7.493490,
2423640708,149313,204811,,4/3/2024,480,distraction,distraction,6.1,67,113,-21.7596,118.8351,yes,no,9274,1239,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011922,1.4.6.487803,
2423642085,138426,1HXX551,,4/3/2024,480,distraction,distraction,4.8,41,55,-35.0013,117.5165,yes,no,39421,3365,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011803,1.4.6.487803,
2423653962,16924,1EJF777,,4/3/2024,480,distraction,distraction,4.6,45,58,-31.6314,119.0926,yes,no,92635,4720,verified,4/3/2024,distracted driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011771,1.4.6.487803,
2423647941,20835,1CMC714,,4/3/2024,480,distraction,distraction,4.8,75,100,-33.9035,118.4015,yes,no,102445,5611,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011023,1.4.7.493490,
2423648577,149313,204811,,4/3/2024,480,distraction,distraction,4.5,84,105,-22.9786,118.7992,yes,no,157563,8181,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011922,1.4.6.487803,
2423649015,11282,1ETO041,,4/3/2024,480,distraction,distraction,7.7,96,205,-31.1015,116.1981,yes,no,120888,6662,normal driving,4/3/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010891,1.4.7.493490,
2423652561,11282,1ETO041,,4/3/2024,480,distraction,distraction,4.1,98,111,-30.6704,116.2575,yes,no,176724,9024,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010891,1.4.7.493490,
2423651774,29730,1EXM998,,4/3/2024,480,distraction,distraction,10,101,279,-29.7988,115.8153,yes,no,17835,756,normal driving,4/3/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011118,1.4.7.493490,
2423653248,37775,1DBC759,,4/3/2024,480,distraction,distraction,4.3,57,68,-31.4817,117.6792,yes,no,19734,3004,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011087,1.4.7.493490,
2423653677,131067,1HXX939,,4/3/2024,480,distraction,distraction,5.4,95,142,-27.5451,120.5265,yes,no,33763,2712,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423654187,16924,1EJF777,,4/3/2024,480,distraction,distraction,4.4,61,76,-31.4736,119.3523,yes,no,158613,11389,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011771,1.4.6.487803,
2423655158,29730,1EXM998,,4/3/2024,480,distraction,distraction,5,40,56,-30.1407,115.3648,yes,no,112387,4239,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011118,1.4.7.493490,
2423658617,33755,TRI TWO,,4/3/2024,480,distraction,distraction,4.1,49,55,-27.4221,117.8995,yes,no,421756,21179,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011038,1.4.6.487803,
2423665947,131067,1HXX939,,4/3/2024,480,distraction,distraction,4.3,95,112,-27.955,119.4595,yes,no,214066,9643,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423663594,14681,1GMQ115,,4/3/2024,480,distraction,distraction,4.1,100,113,-33.5443,117.0851,yes,no,124438,5038,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010892,1.4.7.493490,
2423665608,131067,1HXX939,,4/3/2024,480,distraction,distraction,4.9,96,130,-28.043,118.4822,yes,no,312609,13418,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,
2423665033,20835,1CMC714,,4/3/2024,480,distraction,distraction,4.9,40,54,-34.2129,119.1014,yes,no,246828,22736,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011023,1.4.7.493490,
2423665066,89623,1HAT142,,4/3/2024,480,distraction,distraction,4.7,76,98,-28.172,117.8707,yes,no,15310,1234,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00014211,1.4.7.493490,
2423665333,16924,1EJF777,,4/3/2024,480,distraction,distraction,4.4,51,63,-31.4861,118.2401,yes,no,294442,22866,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011771,1.4.6.487803,
2423665317,16924,1EJF777,,4/3/2024,480,distraction,distraction,4.4,52,64,-31.4868,118.238,yes,no,294229,22851,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011771,1.4.6.487803,
2423666095,40131,1EXV411,,4/3/2024,480,distraction,distraction,4.9,45,62,-29.1905,121.3449,yes,no,2911,286,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007647,1.4.7.493490,
2423670003,14681,1GMQ115,,4/3/2024,480,distraction,distraction,5,95,132,-32.3231,116.2142,yes,no,288677,11293,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010892,1.4.7.493490,
2423669826,138426,1HXX551,,4/3/2024,480,distraction,distraction,4.6,45,58,-34.9872,117.5811,yes,no,112252,17569,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011803,1.4.6.487803,
2423671166,59854,1GAQ157,,4/3/2024,480,distraction,distraction,6.3,46,80,-28.7772,114.6456,yes,no,5219,358,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00005292,1.4.7.493490,
2423673047,37775,1DBC759,,4/3/2024,480,distraction,distraction,4.9,46,64,-31.7122,117.662,yes,no,12064,1393,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011087,1.4.7.493490,
2423676092,20835,1CMC714,,4/3/2024,480,distraction,distraction,16.7,100,465,-33.8129,118.284,yes,no,72809,3300,normal driving,4/3/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011023,1.4.7.493490,
2423686650,149313,204811,,4/3/2024,480,distraction,distraction,4.8,99,133,-22.586,118.7126,yes,no,311041,19007,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011922,1.4.6.487803,
2423689309,59544,1HEL581,,4/3/2024,480,distraction,distraction,4.9,51,70,-31.1778,117.3842,yes,no,41930,1708,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1001229-S00007174,1.4.7.493490,
2423691195,149313,204811,,4/3/2024,480,distraction,distraction,4.1,56,64,-22.1066,118.7908,yes,no,32297,1272,normal driving,4/3/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011922,1.4.6.487803,
