event_id,vehicle_id,vehicle,driver,detection_time,utc_offset,event_type,detected_event_type,duration_seconds,speed_kph,travel_metres,latitude,longitude,audio_alert,vibration_alert,trip_distance_metres,trip_time_seconds,confirmation,confirmation_time,classification,fleet,timezone,account,service_provider,shift,crew,guardian_unit,software_version,labels,,,
2425556179,100956,1HQO889,,4/30/2024,480,fatigue,fatigue,2.6,100,71,-32.461,115.9816,yes,yes,69964,6676,normal driving,4/30/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
2425556606,100956,1HQO889,,4/30/2024,480,fatigue,fatigue,5,32,44,-32.5549,115.9891,yes,yes,81266,7369,normal driving,4/30/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
2425559318,21373,MD8410,,4/30/2024,480,fatigue,fatigue,1.5,97,40,-32.605,118.6684,yes,yes,124884,10850,normal driving,4/30/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425560295,138636,1HXX550,,4/30/2024,480,fatigue,fatigue,1.8,84,41,-32.9765,117.0763,yes,yes,258278,18594,normal driving,4/30/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008866,1.4.6.487803,,,,
2425572806,37775,1DBC759,,4/30/2024,480,fatigue,fatigue,2,86,48,-31.5006,118.2153,yes,yes,121111,20505,normal driving,4/30/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011087,1.4.7.493490,,,,
2425575294,100956,1HQO889,,4/30/2024,480,fatigue,fatigue,1.7,100,48,-32.4463,115.8042,yes,yes,191661,25983,normal driving,4/30/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
2425581226,145638,1HTP065,,4/30/2024,480,fatigue,fatigue,1.8,100,50,-31.2768,119.5519,yes,yes,809814,46733,normal driving,4/30/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011047,1.4.6.487803,,,,
2425583876,29872,1GDJ946,,4/30/2024,480,fatigue,fatigue,2,64,35,-32.6078,116.4635,yes,yes,102895,6034,normal driving,4/30/2024,yawning,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010824,1.4.7.493490,,,,
2425617322,131067,1HXX939,,5/1/2024,480,fatigue,fatigue,2.3,,,,,yes,yes,0,41,normal driving,5/1/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425629058,112335,1HUT976,,5/1/2024,480,fatigue,fatigue,2.1,95,56,-28.3438,116.8657,yes,yes,106298,4306,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011083,1.4.7.493490,,,,
2425627587,124294,1HXK305,,5/1/2024,480,fatigue,fatigue,2,97,55,-29.6341,121.0989,yes,yes,290263,13736,normal driving,5/1/2024,yawning,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00009812,1.4.6.487803,,,,
2425636370,115381,1GLD510,,5/1/2024,480,fatigue,fatigue,1.9,81,43,-28.4913,115.734,yes,yes,162777,9379,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008624,1.4.7.493490,,,,
2425636367,115381,1GLD510,,5/1/2024,480,fatigue,fatigue,2,53,30,-28.4096,116.237,yes,yes,162762,11888,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008624,1.4.7.493490,,,,
2425640136,115381,1GLD510,,5/1/2024,480,fatigue,fatigue,1.9,78,40,-28.2049,117.3479,yes,yes,55844,2730,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008624,1.4.7.493490,,,,
2425639602,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.8,78,39,-32.7814,117.5795,yes,yes,45050,1953,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425640102,21373,MD8410,,5/1/2024,480,fatigue,fatigue,2.2,98,59,-32.7814,117.6049,yes,yes,47424,2052,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425640106,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.5,89,38,-32.7814,117.6026,yes,yes,47212,2043,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425640133,115381,1GLD510,,5/1/2024,480,fatigue,fatigue,1.8,81,41,-28.1689,117.4787,yes,yes,69490,3348,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008624,1.4.7.493490,,,,
2425645458,144239,1IBL610,,5/1/2024,480,fatigue,fatigue,1.8,99,50,-27.9722,120.4983,yes,yes,278951,27060,normal driving,5/1/2024,yawning,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011804,1.4.6.487803,,,,
2425642165,115381,1GLD510,,5/1/2024,480,fatigue,fatigue,1.9,77,42,-28.1335,117.7439,yes,yes,25502,1483,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008624,1.4.7.493490,,,,
2425643053,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.5,96,41,-32.6317,118.2054,yes,yes,114445,5267,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425643044,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.6,96,43,-32.6017,118.2167,yes,yes,117968,5398,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425643095,21373,MD8410,,5/1/2024,480,fatigue,fatigue,2.4,97,64,-32.5913,118.2231,yes,yes,119295,5448,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425644410,21373,MD8410,,5/1/2024,480,fatigue,fatigue,2.1,96,57,-32.3734,118.3031,yes,yes,147555,6633,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425646652,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.7,40,18,-32.3147,118.3096,yes,yes,156079,8895,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425646645,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.6,52,23,-32.3157,118.3093,yes,yes,156186,8902,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425646725,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.7,97,46,-32.3374,118.3063,yes,yes,158625,9003,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425646831,21373,MD8410,,5/1/2024,480,fatigue,fatigue,3.9,98,105,-32.3639,118.3035,yes,yes,161665,9115,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425646846,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.9,97,53,-32.3688,118.3033,yes,yes,162180,9136,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425648214,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.6,88,40,-32.5137,118.4593,yes,yes,198299,10658,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425648407,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.8,88,45,-32.5052,118.5107,yes,yes,203293,10859,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425648618,21373,MD8410,,5/1/2024,480,fatigue,fatigue,2.5,91,63,-32.5107,118.5471,yes,yes,208566,11103,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425649634,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.6,74,32,-32.676,118.579,yes,yes,229838,12001,normal driving,5/1/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425649649,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.6,61,27,-32.6759,118.586,yes,yes,230502,12033,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425650003,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.7,68,33,-32.7012,118.5885,yes,yes,233530,12174,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425650015,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.7,31,14,-32.7028,118.5878,yes,yes,233760,12196,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425652437,21373,MD8410,,5/1/2024,480,fatigue,fatigue,1.9,60,32,-32.735,118.6251,yes,yes,242357,15174,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425653509,100956,1HQO889,,5/1/2024,480,fatigue,fatigue,1.7,27,13,-31.9253,116.0163,yes,yes,6281,1052,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
2425654112,100956,1HQO889,,5/1/2024,480,fatigue,fatigue,1.6,27,12,-31.8996,116.0679,yes,yes,14593,1926,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
2425657615,101697,1HSO643,,5/1/2024,480,fatigue,fatigue,2.2,,,,,yes,yes,0,108,normal driving,5/1/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011115,1.4.7.493490,,,,
2425659069,101697,1HSO643,,5/1/2024,480,fatigue,fatigue,2.7,,,,,yes,yes,0,283,normal driving,5/1/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011115,1.4.7.493490,,,,
2425662967,144239,1IBL610,,5/1/2024,480,fatigue,fatigue,2.4,,,,,yes,yes,389323,19503,normal driving,5/1/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011804,1.4.6.487803,,,,
2425668578,115381,1GLD510,,5/1/2024,480,fatigue,fatigue,1.8,42,21,-28.5406,115.5279,yes,yes,248466,11634,normal driving,5/1/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008624,1.4.7.493490,,,,
2425674834,115381,1GLD510,,5/2/2024,480,fatigue,fatigue,2.1,84,50,-28.7426,114.8464,yes,yes,15743,725,normal driving,5/2/2024,yawning,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008624,1.4.7.493490,,,,
2425689056,76736,1HKM377,,5/2/2024,480,fatigue,fatigue,1.9,38,20,-26.3809,120.618,yes,yes,1983,696,normal driving,5/2/2024,yawning,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00002627,1.4.7.493490,,,,
2425689090,59456,1HCR815,,5/2/2024,480,fatigue,fatigue,1.5,99,42,-31.6187,117.0863,yes,yes,135147,6748,normal driving,5/2/2024,yawning,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00002622,1.4.7.493490,,,,
2425708096,21373,MD8410,,5/2/2024,480,fatigue,fatigue,2,79,44,-32.2901,119.0203,yes,yes,84016,9381,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425708233,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.6,98,43,-32.2721,118.9904,yes,yes,88603,9577,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425709861,21373,MD8410,,5/2/2024,480,fatigue,fatigue,2,97,53,-32.0699,118.7706,yes,yes,130610,11254,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425710077,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.7,97,46,-32.07,118.721,yes,yes,136030,11457,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425710105,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.7,97,47,-32.07,118.7139,yes,yes,136704,11480,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425710121,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.7,97,45,-32.07,118.7076,yes,yes,137296,11502,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425710342,145638,1HTP065,,5/2/2024,480,fatigue,fatigue,1.5,94,40,-32.9266,115.7205,yes,yes,121562,6032,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011047,1.4.6.487803,,,,
2425713294,101697,1HSO643,,5/2/2024,480,fatigue,fatigue,2.4,,,,,yes,yes,0,1005,normal driving,5/2/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011115,1.4.7.493490,,,,
2425713657,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.5,78,33,-31.5145,118.3045,yes,yes,233134,15209,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425713914,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.7,65,30,-31.4838,118.2839,yes,yes,238231,15535,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425718042,21373,MD8410,,5/2/2024,480,fatigue,fatigue,2.2,13,8,-31.4837,118.2524,yes,yes,54,183,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425718960,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,2.6,96,70,-28.4813,115.7806,yes,yes,127719,10688,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425720432,100137,1ECH116,,5/2/2024,480,fatigue,fatigue,1.6,97,42,-31.2722,119.9935,yes,yes,476381,26618,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008922,1.4.7.493490,,,,
2425720608,100956,1HQO889,,5/2/2024,480,fatigue,fatigue,1.7,97,46,-30.6628,116.2734,yes,yes,179552,9819,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
2425721301,37775,1DBC759,,5/2/2024,480,fatigue,fatigue,1.9,97,52,-31.5313,118.0929,yes,yes,92019,14311,normal driving,5/2/2024,laughing,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011087,1.4.7.493490,,,,
2425722598,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.7,98,45,-32.0701,118.6508,yes,yes,104017,5475,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425722895,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.8,98,48,-32.07,118.6809,yes,yes,109864,5581,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425722890,21373,MD8410,,5/2/2024,480,fatigue,fatigue,2.2,98,60,-32.07,118.7124,yes,yes,109864,5691,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425726320,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,2.1,98,57,-28.2973,117.1691,yes,yes,327314,17034,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425726318,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,2.4,100,67,-28.2426,117.3007,yes,yes,327314,17573,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425725160,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.8,97,49,-32.5477,118.8856,yes,yes,179406,8468,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425725175,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.6,97,43,-32.5535,118.8857,yes,yes,180015,8492,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425725205,21373,MD8410,,5/2/2024,480,fatigue,fatigue,1.9,96,51,-32.5564,118.8857,yes,yes,180340,8504,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011129,1.4.7.493490,,,,
2425726682,101697,1HSO643,,5/2/2024,480,fatigue,fatigue,1.6,,,,,yes,yes,0,6689,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011115,1.4.7.493490,,,,
2425726764,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,2.1,46,27,-28.0651,117.8487,yes,yes,341767,20067,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425729100,39545,1CVU378,,5/2/2024,480,fatigue,fatigue,1.5,44,18,-32.1696,116.0478,yes,yes,159869,7486,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00010796,1.4.6.487803,,,,
2425729075,100956,1HQO889,,5/2/2024,480,fatigue,fatigue,3.8,21,22,-29.2914,116.8851,yes,yes,430914,20618,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
2425732920,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,3.6,98,96,-28.1658,118.3232,yes,yes,394720,24308,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425732918,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,2.7,98,74,-28.0669,118.4279,yes,yes,410221,24888,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425732537,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,3.2,97,86,-28.0137,118.5787,yes,yes,426415,25479,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425732521,131067,1HXX939,,5/2/2024,480,fatigue,fatigue,5.2,100,143,-28.0107,118.695,yes,yes,437916,25915,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011943,1.4.7.493490,,,,
2425731157,20835,1CMC714,,5/2/2024,480,fatigue,fatigue,3.3,81,76,-33.9035,118.4598,yes,yes,253299,20427,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011023,1.4.7.493490,,,,
2425731511,101697,1HSO643,,5/2/2024,480,fatigue,fatigue,2.1,,,,,yes,yes,0,13503,normal driving,5/2/2024,system error,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00011115,1.4.7.493490,,,,
2425735239,30184,TRI ONE,,5/2/2024,480,fatigue,fatigue,4.8,93,126,-28.3219,116.9959,yes,yes,248997,11857,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00008855,1.4.7.493490,,,,
2425734687,100956,1HQO889,,5/2/2024,480,fatigue,fatigue,5.3,62,90,-29.3615,116.7033,yes,yes,30839,2377,normal driving,5/2/2024,acceptable driving,(CS) Stevemacs Bulk Fuel Haulage,Australia/Perth,(CS) Stevemacs Bulk Fuel Haulage,Connect Source || (CS),,,P1002260-S00013780,1.4.7.493490,,,,
