delivery_date,bill_of_lading,terminal,customer,product,volume_litres,carrier
05/08/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2174.00,SMB
05/15/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2174.00,SMB
05/19/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2174.00,SMB
05/21/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2174.00,SMB
05/28/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2174.00,SMB
06/25/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2174.00,SMB
05/29/25,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2171.00,SMB
01/23/25,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2170.00,SMB
06/05/25,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2170.00,SMB
06/26/25,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2170.00,SMB
05/26/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2164.00,SMB
05/14/25,8147990220,AU THDPTY COOGEE ROCKINGHAM,SILVER LAKE (DEFLECTOR) VAULT EX,ULSD 10PPM,-2162.00,SMB
05/06/25,8147867252,AU THDPTY COOGEE ROCKINGHAM,SILVER LAKE (DEFLECTOR) VAULT EX,ULSD 10PPM,-2161.00,SMB
06/04/25,RANKIN SIMON,AU TERM KEWDALE,AU TERM KALGOORLIE,ULSD 10PPM,-2160.00,SMB
06/09/25,RANKIN SIMON,AU TERM KEWDALE,AU TERM KALGOORLIE,ULSD 10PPM,-2160.00,SMB
10/03/24,LUKE SMITH,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
11/08/24,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
11/21/24,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
12/26/24,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
01/30/25,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
05/12/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
05/23/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
06/15/25,CAMERON GILLESPI,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2134.00,SMB
10/13/24,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
10/26/24,SHAUN WATERS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
11/02/24,CAMERON GILLESPI,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
11/17/24,CAMERON GILLESPI,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
12/07/24,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
12/15/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
12/15/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
12/29/24,CAMERON GILLESPI,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
12/31/24,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
01/04/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
01/16/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
06/08/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
06/18/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
06/21/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
06/23/25,CRAIG BEAN,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2133.00,SMB
11/28/24,8145749272,AU THDPTY COOGEE ROCKINGHAM,EMR GOLDEN GROVE,ULSD 10PPM,-2129.00,SMB
12/03/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT LEONORA,JET A-1,-2105.00,SMB
10/10/24,ROSS TRENT,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2103.00,SMB
11/21/24,ROSS TRENT,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2103.00,SMB
10/24/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2101.00,SMB
12/09/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2101.00,SMB
06/26/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2101.00,SMB
12/17/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2100.00,SMB
12/17/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2100.00,SMB
01/09/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2100.00,SMB
06/05/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-2100.00,SMB
06/06/25,65974058,AU THDPTY COOGEE ROCKINGHAM,AU AIRPT BUNBURY,AVGAS LOW LEAD,-2087.00,SMB
01/23/25,2204998,AU THDPTY COOGEE ROCKINGHAM,AU AIRPT BUNBURY,AVGAS LOW LEAD,-2082.00,SMB
10/07/24,MARK BLACKWOOD,AU TERM KEWDALE,BLK JET DEL Duketon Air Strip,JET A-1,-2076.00,SMB
10/10/24,121561,AU THDPTY COOGEE ROCKINGHAM,AU AIRPT BUNBURY,AVGAS LOW LEAD,-2073.00,SMB
12/01/24,8145754735,AU THDPTY COOGEE ROCKINGHAM,EMR GOLDEN GROVE,ULSD 10PPM,-2050.00,SMB
12/02/24,8145796181,AU THDPTY COOGEE ROCKINGHAM,EMR GOLDEN GROVE,ULSD 10PPM,-2050.00,SMB
11/26/24,8145735045,AU THDPTY COOGEE ROCKINGHAM,EMR GOLDEN GROVE,ULSD 10PPM,-2049.00,SMB
06/11/25,SCOTT ROGERS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2037.00,SMB
10/07/24,TOBIAS BROWNE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2016.00,SMB
10/01/24,8144935632,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
10/02/24,8144965720,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
10/28/24,8145301438,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
10/29/24,8145301437,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
10/31/24,8145290467,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/04/24,8145419744,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/05/24,8145413363,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/07/24,8145452761,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/11/24,8145512521,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/12/24,8145462127,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/13/24,8145556169,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/18/24,8145592272,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/19/24,8145591814,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/20/24,8145573069,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
11/25/24,8145702804,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/04/24,8145843812,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/09/24,8145889481,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/10/24,8145889482,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/11/24,8145877222,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/16/24,8145982864,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/16/24,8145982864,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/17/24,8145982867,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/17/24,8145982867,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/18/24,8145982866,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/18/24,8145982866,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/20/24,8146014524,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/21/24,8145991416,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/24/24,8146014522,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/30/24,8146153507,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
12/31/24,8146185287,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/02/25,8146197180,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/06/25,8146220936,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/07/25,8146241544,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/09/25,8146241546,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/13/25,8146310548,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/14/25,8146340047,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/16/25,8146340049,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/20/25,8146340087,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/22/25,8146431758,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/23/25,8146431909,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/27/25,8146485323,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
01/29/25,8146535320,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/01/25,8147772802,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/06/25,8147811255,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/08/25,8147887754,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/12/25,8147922821,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/15/25,8147915539,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/19/25,8148020094,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/22/25,8148094831,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/26/25,8148118105,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/27/25,8148123572,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
05/29/25,8148210481,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/02/25,8148195844,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/10/25,8148268139,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/13/25,8148390950,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/16/25,8148422126,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/18/25,8148458216,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/23/25,8148528467,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/25/25,8148526457,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
06/30/25,8148599614,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-2013.00,SMB
10/07/24,TOBIAS BROWNE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-2006.00,SMB
12/16/24,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1994.00,SMB
12/16/24,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1994.00,SMB
11/26/24,8145749202,AU THDPTY COOGEE ROCKINGHAM,SILVERLAKE ROTHSAY EX KEWDALE,ULSD 10PPM,-1991.00,SMB
10/24/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1935.00,SMB
10/30/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1935.00,SMB
12/09/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1935.00,SMB
06/05/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1935.00,SMB
01/09/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1934.00,SMB
06/19/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1934.00,SMB
06/26/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1934.00,SMB
10/07/24,8144994826,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
10/09/24,8145023120,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
10/14/24,8145065205,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
10/15/24,8145065203,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
10/16/24,8145141077,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
10/21/24,8145214419,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
10/22/24,8145226784,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
10/24/24,8145277611,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
12/06/24,8145843870,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
12/30/24,8146154621,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1921.00,SMB
01/27/25,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1919.00,SMB
06/02/25,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1919.00,SMB
10/22/24,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1895.00,SMB
12/02/24,8145782639,AU THDPTY COOGEE ROCKINGHAM,SILVERLAKE ROTHSAY EX KEWDALE,ULSD 10PPM,-1890.00,SMB
11/25/24,MICHAEL LAWRENCE,AU THDPTY COOGEE ROCKINGHAM,BP CARNARVON,ULSD 10PPM,-1886.00,SMB
11/28/24,8145749272,AU THDPTY COOGEE ROCKINGHAM,EMR GOLDEN GROVE,ULSD 10PPM,-1871.00,SMB
10/21/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1869.00,SMB
10/23/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1869.00,SMB
11/06/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1869.00,SMB
05/08/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1869.00,SMB
05/13/25,SCOTT ROGERS,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-1869.00,SMB
05/19/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1869.00,SMB
05/26/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1869.00,SMB
10/10/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1868.00,SMB
10/14/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1868.00,SMB
05/21/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1868.00,SMB
06/09/25,8148327650,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1864.00,SMB
10/01/24,8144935632,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
10/02/24,8144965720,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
10/28/24,8145301438,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
10/29/24,8145301437,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
10/31/24,8145290467,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/04/24,8145419744,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/05/24,8145413363,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/07/24,8145452761,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/11/24,8145512521,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/12/24,8145462127,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/13/24,8145556169,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/18/24,8145592272,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/19/24,8145591814,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/20/24,8145573069,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
11/25/24,8145702804,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/04/24,8145843812,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/09/24,8145889481,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/10/24,8145889482,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/11/24,8145877222,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/16/24,8145982864,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/16/24,8145982864,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/17/24,8145982867,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/17/24,8145982867,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/18/24,8145982866,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/18/24,8145982866,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/20/24,8146014524,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/21/24,8145991416,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/24/24,8146014522,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/30/24,8146153507,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
12/31/24,8146185287,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/02/25,8146197180,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/06/25,8146220936,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/07/25,8146241544,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/09/25,8146241546,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/13/25,8146310548,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/14/25,8146340047,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/16/25,8146340049,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/20/25,8146340087,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/22/25,8146431758,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/23/25,8146431909,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/27/25,8146485323,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
01/29/25,8146535320,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/01/25,8147772802,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/06/25,8147811255,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/08/25,8147887754,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/12/25,8147922821,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/15/25,8147915539,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/22/25,8148094831,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/26/25,8148118105,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/27/25,8148123572,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/02/25,8148195844,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/09/25,8148327650,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/10/25,8148268139,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/13/25,8148390950,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/16/25,8148422126,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/18/25,8148458216,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/23/25,8148528467,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/25/25,8148526457,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
06/30/25,8148599614,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1849.00,SMB
05/19/25,8148020094,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,-1840.00,SMB
05/26/25,MARK BLACKWOOD,AU TERM KEWDALE,BLK JET DEL Laverton Airport x Kewd,JET A-1,-1834.00,SMB
06/18/25,189638,AU THDPTY COOGEE ROCKINGHAM,AU AIRPT KALGOORLIE,AVGAS LOW LEAD,-1831.00,SMB
11/25/24,8145702941,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1826.00,SMB
12/17/24,8146022123,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1826.00,SMB
12/17/24,8146022123,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1826.00,SMB
06/13/24,TERRY HARROP,AU TERM KEWDALE,AU AIRPT CARNARVON,AVGAS LOW LEAD,-1812.00,SMB
12/16/24,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1812.00,SMB
12/16/24,KURT ADAMS,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-1812.00,SMB
12/02/24,8145825552,AU THDPTY COOGEE ROCKINGHAM,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,-1806.00,SMB
10/14/24,8145130252,AU TERM KEWDALE,SILVERLAKE ROTHSAY EX KEWDALE,ULSD 10PPM,-1799.00,SMB
11/10/24,8145494099,AU TERM KEWDALE,SILVERLAKE ROTHSAY EX KEWDALE,ULSD 10PPM,-1799.00,SMB
05/05/25,8147808786,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,-1799.00,SMB
05/09/25,8147808783,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,-1799.00,SMB
12/04/24,8145792686,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1794.00,SMB
05/06/25,8147858826,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1794.00,SMB
11/29/24,8145772728,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1793.00,SMB
01/08/25,8146241497,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1793.00,SMB
05/01/25,8147792755,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,-1793.00,SMB
