delivery_date,bill_of_lading,terminal,customer,product,volume_litres,carrier
04/02/24,8142362567,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-47872.00,SMB
06/12/24,8143330063,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-47869.00,SMB
01/02/25,8146154463,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-47780.00,SMB
01/07/24,8141319261,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-47778.00,SMB
09/04/24,8144523231,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-47744.00,SMB
12/12/24,8145877542,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-47739.00,SMB
12/12/24,8145877542,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-47739.00,SMB
04/02/24,8142362567,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-44482.00,SMB
06/12/24,8143330063,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-44480.00,SMB
01/02/25,8146154463,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-44229.00,SMB
01/07/24,8141319261,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-44225.00,SMB
09/04/24,8144523231,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-43758.00,SMB
12/12/24,8145877542,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-43755.00,SMB
12/12/24,8145877542,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-43755.00,SMB
02/15/24,8141824610,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,-43015.00,SMB
06/19/24,8143506758,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-43012.00,SMB
08/25/24,8144440160,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-43009.00,SMB
01/31/24,8141627925,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-43008.00,SMB
07/01/24,8143614836,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-43004.00,SMB
03/20/24,8142267631,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-42999.00,SMB
06/28/24,8143624024,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-42999.00,SMB
04/08/25,8147397216,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-42998.00,SMB
03/20/24,8142264708,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-42997.00,SMB
05/11/24,8142961215,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-42996.00,SMB
04/23/24,8142687498,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-42995.00,SMB
08/26/24,8144434442,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-42993.00,SMB
11/28/24,8145749043,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - TIWEST PROJECT CATABY,ULSD 10PPM,-42958.00,SMB
01/11/24,8141388521,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-42819.00,SMB
10/22/24,8145170719,AU TERM KEWDALE,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,-42816.00,SMB
09/16/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-40779.00,SMB
02/17/25,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-40778.00,SMB
11/11/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-40686.00,SMB
02/24/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-40606.00,SMB
06/12/24,8143393302,AU TERM KEWDALE,SILVERLAKE ROTHSAY EX KEWDALE,ULSD 10PPM,-40603.00,SMB
04/26/24,8142723127,AU TERM KEWDALE,Piacentini Tiwest Project Cataby,ULSD 10PPM,-40601.00,SMB
01/13/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-40599.00,SMB
01/10/24,8141313593,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-40533.00,SMB
06/03/25,8148265676,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,-39847.00,SMB
12/22/24,8146079644,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,-39846.00,SMB
11/18/24,8145608970,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-39521.00,SMB
11/21/24,8145671091,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-39445.00,SMB
05/19/25,65972768,AU THDPTY COOGEE ROCKINGHAM,AU AIRPT JANDAKOT,AVGAS LOW LEAD,-39247.00,SMB
03/07/24,8142003572,AU TERM KEWDALE,TALISON LITHIUM GREENBUSHES MINE UD,BP ULTIMATE DIESEL,-38940.00,SMB
11/05/24,8145446195,AU TERM KEWDALE,B & J CATALANO - AUSTRALIND,ULSD 10PPM,-38697.00,SMB
01/28/25,8146492252,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38532.00,SMB
06/11/24,8143377060,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-38520.00,SMB
12/23/24,8146081009,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38518.00,SMB
01/12/25,8146311233,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38514.00,SMB
03/15/24,8142168433,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38131.00,SMB
03/13/25,8147090535,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38110.00,SMB
01/08/24,8141325455,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-38108.00,SMB
03/04/24,8142028653,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38106.00,SMB
05/22/25,8148095303,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38104.00,SMB
05/27/24,8143153940,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-38103.00,SMB
04/28/25,8147687903,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-38100.00,SMB
02/07/24,8141731319,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-38098.00,SMB
05/08/24,8142910261,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-38098.00,SMB
01/03/24,8141287267,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38095.00,SMB
11/28/24,8145749043,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - TIWEST PROJECT CATABY,ULSD 10PPM,-38055.00,SMB
03/25/25,8147267531,AU THDPTY COOGEE ROCKINGHAM,BGC PRECAST KWINANA BEACH,ULSD 10PPM,-38029.00,SMB
05/14/24,8142987516,AU TERM KEWDALE,BGC PRECAST KWINANA BEACH,ULSD 10PPM,-38018.00,SMB
01/22/25,8146446351,AU TERM KEWDALE,GKR TRANSPORT - CASINO,ULSD 10PPM,-38014.00,SMB
06/03/25,8148228024,AU TERM KEWDALE,BGC THE LAKES,ULSD 10PPM,-38013.00,SMB
01/30/25,8146550912,AU TERM KEWDALE,CHARLES HULL - COOLUP,ULSD 10PPM,-38007.00,SMB
08/15/24,8144294125,AU TERM KEWDALE,GKR TRANSPORT - CASINO,ULSD 10PPM,-38006.00,SMB
11/26/24,8145726188,AU THDPTY COOGEE ROCKINGHAM,GKR TRANSPORT - CASINO,ULSD 10PPM,-38004.00,SMB
03/12/24,8142120616,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38003.00,SMB
01/20/25,8146403963,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-38003.00,SMB
05/16/24,8143025961,AU TERM KEWDALE,BGC PRECAST KWINANA BEACH,ULSD 10PPM,-38001.00,SMB
03/27/25,8147285335,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-38000.00,SMB
03/05/25,8147005508,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-37996.00,SMB
03/05/25,8147005508,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-37996.00,SMB
02/13/24,8141780835,AU TERM KEWDALE,CHARLES HULL - COOLUP,ULSD 10PPM,-37995.00,SMB
03/10/24,8142121669,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-37995.00,SMB
02/13/24,8141780834,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-37994.00,SMB
03/07/24,8142003572,AU TERM KEWDALE,TALISON LITHIUM GREENBUSHES MINE UD,BP ULTIMATE DIESEL,-37738.00,SMB
08/25/24,8144440160,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-37616.00,SMB
02/15/24,8141824610,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,-37609.00,SMB
08/26/24,8144434442,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-37606.00,SMB
06/19/24,8143506758,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-37603.00,SMB
04/23/24,8142687498,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-37601.00,SMB
03/20/24,8142267631,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-37600.00,SMB
03/02/25,8146936124,AU TERM KEWDALE,CHARLES HULL WAGERUP,ULSD 10PPM,-37600.00,SMB
03/11/25,8147044882,AU TERM KEWDALE,CHARLES HULL WAGERUP,ULSD 10PPM,-37600.00,SMB
03/20/24,8142264708,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-37599.00,SMB
06/28/24,8143624024,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-37598.00,SMB
04/08/25,8147397216,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-37596.00,SMB
05/11/24,8142961215,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-37593.00,SMB
01/31/24,8141627925,AU THDPTY COOGEE ROCKINGHAM,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-37591.00,SMB
01/23/24,8141545154,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-37299.00,SMB
01/10/24,8141313593,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,-37237.00,SMB
03/19/25,8147198646,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-36996.00,SMB
04/11/25,8147516905,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-36853.00,SMB
04/11/25,354031/32,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,-36853.00,SMB
08/21/24,8144387173,AU TERM KEWDALE,CHARLES HULL-WAROONA EX KEWDALE,ULSD 10PPM,-36851.00,SMB
01/23/24,8141545154,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-36849.00,SMB
05/15/24,8143009988,AU TERM KEWDALE,BGC THE LAKES,ULSD 10PPM,-36849.00,SMB
05/15/24,8143010490,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-36846.00,SMB
11/19/24,8145652642,AU TERM KEWDALE,B & J CATALANO - AUSTRALIND,ULSD 10PPM,-36405.00,SMB
01/28/25,8146492252,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-36357.00,SMB
01/12/25,8146311233,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-36356.00,SMB
06/11/24,8143377060,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-36347.00,SMB
12/23/24,8146081009,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-36347.00,SMB
05/22/25,8148111358,AU THDPTY COOGEE ROCKINGHAM,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,-36253.00,SMB
11/18/24,8145608970,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-36222.00,SMB
11/21/24,8145671091,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-36220.00,SMB
02/13/25,151359,AU THDPTY COOGEE ROCKINGHAM,AU AIRPT ESPERANCE,AVGAS LOW LEAD,-36100.00,SMB
05/06/24,GARY MCGRATH,AU TERM KEWDALE,AU AIRPT BUNBURY,AVGAS LOW LEAD,-36083.00,SMB
01/07/25,8146269451,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-36005.00,SMB
03/31/25,TERRY HARROP,AU TERM KEWDALE,AU AIRPT ESPERANCE,JET A-1,-35599.00,SMB
03/04/24,8142028653,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-35520.00,SMB
01/08/24,8141325455,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-35511.00,SMB
03/27/25,8147285490,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-35506.00,SMB
05/22/25,8148095303,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-35505.00,SMB
02/13/24,8141780837,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-35499.00,SMB
05/08/24,8142910261,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-35498.00,SMB
02/19/25,8146810440,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-35497.00,SMB
04/28/25,8147687903,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-35497.00,SMB
02/07/24,8141738574,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-35495.00,SMB
03/12/24,8142120616,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-35495.00,SMB
03/10/24,8142121669,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-35494.00,SMB
03/13/25,8147090533,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-35487.00,SMB
05/27/24,8143153288,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-35486.00,SMB
01/03/24,8141287267,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-35484.00,SMB
04/30/24,8142788601,AU TERM KEWDALE,BARMINCO SPOTTED QUOLL,BP ULTIMATE DIESEL,-35297.00,SMB
04/30/24,8142788601,AU TERM KEWDALE,BARMINCO SPOTTED QUOLL,BP ULTIMATE DIESEL,-35295.00,SMB
03/27/25,8147318472,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,-35229.00,SMB
08/30/24,8144512676,AU THDPTY COOGEE ROCKINGHAM,B & J CATALANO - AUSTRALIND,ULSD 10PPM,-35022.00,SMB
05/30/24,8143229682,AU TERM KEWDALE,CHARLES HULL - COOLUP,ULSD 10PPM,-34924.00,SMB
04/26/24,8142723127,AU TERM KEWDALE,Piacentini Tiwest Project Cataby,ULSD 10PPM,-34898.00,SMB
06/12/24,8143393302,AU TERM KEWDALE,SILVERLAKE ROTHSAY EX KEWDALE,ULSD 10PPM,-34895.00,SMB
03/27/25,8147318472,AU THDPTY COOGEE ROCKINGHAM,AWR - PICTON TRIP SERVICE - A25718,BP ULTIMATE DIESEL,-34781.00,SMB
01/11/24,8141388521,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-34779.00,SMB
10/22/24,8145170719,AU TERM KEWDALE,TALISON LITHIUM MSA,BP ULTIMATE DIESEL,-34772.00,SMB
03/18/24,8142241144,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-34190.00,SMB
03/15/24,8142168433,AU THDPTY COOGEE ROCKINGHAM,PIACENTINI - MYARA,ULSD 10PPM,-34188.00,SMB
06/23/24,8143539429,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-34182.00,SMB
02/17/25,MARK BLACKWOOD,AU TERM KEWDALE,GRUYERE AERODROME,JET A-1,-33197.00,SMB
06/13/24,TERRY HARROP,AU TERM KEWDALE,AU AIRPT CARNARVON,JET A-1,-32200.00,SMB
02/24/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-30902.00,SMB
09/09/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-30901.00,SMB
09/09/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-30199.00,SMB
11/11/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-29844.00,SMB
02/17/25,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-29843.00,SMB
06/03/25,8148265676,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,-26352.00,SMB
12/22/24,8146079644,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,-26351.00,SMB
12/22/24,8146079644,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,-26298.00,SMB
06/03/25,8148265676,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,-26297.00,SMB
05/22/25,8148111358,AU THDPTY COOGEE ROCKINGHAM,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,-24951.00,SMB
01/13/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-24745.00,SMB
09/16/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-24545.00,SMB
05/22/25,8148111358,AU THDPTY COOGEE ROCKINGHAM,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,-23839.00,SMB
07/01/24,8143614836,AU TERM KEWDALE,SOUTH32 BBM SADDLEBACK FULL,ULSD 10PPM,-23551.00,SMB
10/07/24,MARK BLACKWOOD,AU TERM KEWDALE,BHP AIR Bulk DEL Leinster,JET A-1,-22608.00,SMB
01/07/25,8146269451,AU THDPTY COOGEE ROCKINGHAM,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-22004.00,SMB
06/13/24,TERRY HARROP,AU TERM KEWDALE,AU AIRPT CARNARVON,AVGAS LOW LEAD,-20989.00,SMB
01/08/24,8141352798,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-20493.00,SMB
08/12/24,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,-19849.00,SMB
04/11/25,8147516905,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-19651.00,SMB
04/11/25,354031/32,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,-19651.00,SMB
05/15/24,8143009988,AU TERM KEWDALE,BGC THE LAKES,ULSD 10PPM,-19648.00,SMB
05/15/24,8143010490,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-19648.00,SMB
08/21/24,8144387173,AU TERM KEWDALE,CHARLES HULL-WAROONA EX KEWDALE,ULSD 10PPM,-19648.00,SMB
03/05/24,MARK BLACKWOOD,AU TERM KEWDALE,COBHAM AVIATION SERVICES AIR BULK,JET A-1,-19463.00,SMB
01/13/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-18601.00,SMB
04/26/24,8142723127,AU TERM KEWDALE,Piacentini Tiwest Project Cataby,ULSD 10PPM,-18599.00,SMB
06/12/24,8143393302,AU TERM KEWDALE,SILVERLAKE ROTHSAY EX KEWDALE,ULSD 10PPM,-18597.00,SMB
09/09/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-18595.00,SMB
09/16/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-17604.00,SMB
02/17/25,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-17601.00,SMB
12/30/24,MARK BLACKWOOD,AU TERM KEWDALE,COBHAM AVIATION SERVICES AIR BULK,JET A-1,-16789.00,SMB
07/12/24,8143843319,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-16387.00,SMB
05/13/24,8142969029,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,-16147.00,SMB
08/12/24,MARK BLACKWOOD,AU TERM KEWDALE,SKIPPERS AIR BULK DEL THUNDERBOX,JET A-1,-12998.00,SMB
09/09/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-10402.00,SMB
02/24/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-10304.00,SMB
11/11/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-9301.00,SMB
11/11/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-8304.00,SMB
02/24/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-8299.00,SMB
07/12/24,8143843319,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-8272.00,SMB
08/12/24,MARK BLACKWOOD,AU TERM KEWDALE,SKIPPERS AIR BULK DEL THUNDERBOX,JET A-1,-7999.00,SMB
11/11/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,PREMIUM 98 ULTIMATE,-6803.00,SMB
02/17/25,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-6504.00,SMB
01/24/24,8141546672,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-6502.00,SMB
01/13/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,PREMIUM 98 ULTIMATE,-6149.00,SMB
06/17/24,MARK BLACKWOOD,AU TERM KEWDALE,BHP AIR Bulk DEL Leinster,JET A-1,-6003.00,SMB
09/16/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-6001.00,SMB
02/17/25,MARK BLACKWOOD,AU TERM KEWDALE,GRUYERE AERODROME,JET A-1,-5618.00,SMB
03/05/25,8147005508,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-5502.00,SMB
03/05/25,352334,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-5502.00,SMB
02/22/24,8141928564,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-5501.00,SMB
06/16/25,MARK BLACKWOOD,AU TERM KEWDALE,Jundee Mine -NJE Bulk,JET A-1,-5343.00,SMB
05/15/25,SCOTT ROGERS,AU TERM KEWDALE,INDEPENDENCENOVA AIR Bulk DEL NOVA,JET A-1,-4771.00,SMB
09/16/24,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,PREMIUM 98 ULTIMATE,-4503.00,SMB
02/24/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,PREMIUM 98 ULTIMATE,-4502.00,SMB
03/05/24,8142032309,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-4501.00,SMB
12/18/24,137008,AU THDPTY COOGEE ROCKINGHAM,AU AIRPT CARNARVON,AVGAS LOW LEAD,-4284.00,SMB
10/28/24,MARK BLACKWOOD,AU TERM KEWDALE,GRUYERE AERODROME,JET A-1,-4199.00,SMB
12/03/24,MARK BLACKWOOD,AU TERM KEWDALE,GRUYERE AERODROME,JET A-1,-4129.00,SMB
09/09/24,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,PREMIUM 98 ULTIMATE,-4003.00,SMB
02/05/24,8141678823,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-4000.00,SMB
01/13/25,MICHAEL LAWRENCE,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-4000.00,SMB
06/04/24,8143250360,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-3999.00,SMB
06/16/25,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT LEONORA,JET A-1,-3890.00,SMB
11/18/24,MARK BLACKWOOD,AU TERM KEWDALE,BHP AIR Bulk DEL Leinster,JET A-1,-3765.00,SMB
12/30/24,MARK BLACKWOOD,AU TERM KEWDALE,BHP AIR Bulk DEL Leinster,JET A-1,-3765.00,SMB
01/20/25,MARK BLACKWOOD,AU TERM KEWDALE,BHP AIR Bulk DEL Leinster,JET A-1,-3603.00,SMB
06/16/25,MARK BLACKWOOD,AU TERM KEWDALE,BHP AIR Bulk DEL Leinster,JET A-1,-3603.00,SMB
12/02/24,8145777392,AU THDPTY COOGEE ROCKINGHAM,LINFOX HAZELMERE (DEL),ULSD 10PPM,-3539.00,SMB
11/25/24,8145732522,AU THDPTY COOGEE ROCKINGHAM,LINFOX HAZELMERE (DEL),ULSD 10PPM,-3538.00,SMB
11/18/24,TERRY HARROP,AU TERM KEWDALE,AU AIRPT ALBANY,JET A-1,-3476.00,SMB
01/03/25,179972,AU TERM KEWDALE,AU AIRPT ALBANY,JET A-1,-3476.00,SMB
01/26/25,TERRY HARROP,AU TERM KEWDALE,AU AIRPT ALBANY,JET A-1,-3476.00,SMB
12/16/24,JOHN DEREK BLENK,AU TERM KEWDALE,AU AIRPT ALBANY,JET A-1,-3475.00,SMB
12/16/24,JOHN DEREK BLENK,AU TERM KEWDALE,AU AIRPT ALBANY,JET A-1,-3475.00,SMB
06/19/25,GARY MCGRATH,AU TERM KEWDALE,AU AIRPT ALBANY,JET A-1,-3475.00,SMB
10/31/24,SCOTT ROGERS,AU TERM KEWDALE,AU AIRPT ALBANY,JET A-1,-3420.00,SMB
10/07/24,MARK BLACKWOOD,AU TERM KEWDALE,BHP AIR Bulk DEL Leinster,JET A-1,-3393.00,SMB
