Date,Bill of Lading,Location,Customer,Product,Volume
,,,,,
GERALDTON 3PL TOTAL,,,,,
21.05.2025,8148095304,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"1,867"
21.05.2025,8148095304,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"1,867"
22.05.2025,8147990027,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"2,001"
22.05.2025,8147990027,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"1,157"
22.05.2025,8147990027,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"2,414"
22.05.2025,8147990027,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"2,414"
22.05.2025,8148110517,AU TERM GERALDTON,AGNEW NEW HOLLAND,ULSD 10PPM,"1,071"
22.05.2025,8148110519,AU TERM GERALDTON,AGNEW GATEHOUSE,ULSD 10PPM,845
22.05.2025,8148110139,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"2,155"
22.05.2025,8148110139,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"2,161"
22.05.2025,8148118226,AU TERM GERALDTON,AGNEW NEW HOLLAND,ULSD 10PPM,"1,201"
24.05.2025,8148100968,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,-985
24.05.2025,8148100968,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,277"
24.05.2025,8148100968,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"31,999"
24.05.2025,8148100968,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"41,497"
27.05.2025,8148155954,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-41,700"
27.05.2025,8148155954,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-41,697"
27.05.2025,8148155954,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"2,823"
27.05.2025,8148155954,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"2,823"
27.05.2025,8148155952,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-34,558"
27.05.2025,8148155952,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-18,989"
27.05.2025,8148155954,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,823"
27.05.2025,349642,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-2,414"
27.05.2025,349609/349610,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,340"
27.05.2025,349609/349610,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-1,286"
27.05.2025,8148155954,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"41,700"
27.05.2025,349642,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"41,697"
27.05.2025,349609/349610,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"34,558"
27.05.2025,349609/349610,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"18,989"
28.05.2025,8148193755,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-41,696"
28.05.2025,8148193755,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-41,408"
28.05.2025,8148193755,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"1,876"
28.05.2025,8148193755,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"1,863"
28.05.2025,8148193755,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-1,876"
28.05.2025,349652,AU TERM GERALDTON,ARAGON - FORTNUM GOLD PROJECT,ULSD 10PPM,"-2,209"
28.05.2025,8148193755,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"41,696"
28.05.2025,349652,AU TERM GERALDTON,ARAGON - FORTNUM GOLD PROJECT,ULSD 10PPM,"41,408"
29.05.2025,8148192073,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-478
29.05.2025,8148192073,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-374
29.05.2025,8148192073,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-80
29.05.2025,8148192073,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"41,875"
29.05.2025,8148192073,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"32,797"
29.05.2025,8148192073,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"6,999"
30.05.2025,8148226147,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-1,876"
30.05.2025,8148226147,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-1,863"
30.05.2025,8148220979,AU TERM GERALDTON,ARAGON FORTNUM SINGLE,ULSD 10PPM,"-7,191"
30.05.2025,8148226374,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,-985
30.05.2025,8148226374,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,277"
30.05.2025,8148226374,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,283"
30.05.2025,8148225408,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-480
30.05.2025,8148225408,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-399
30.05.2025,8148225408,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-286
30.05.2025,8148226147,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"41,696"
30.05.2025,8148226147,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"41,405"
30.05.2025,8148220979,AU TERM GERALDTON,ARAGON FORTNUM SINGLE,ULSD 10PPM,"36,899"
30.05.2025,8148226374,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"31,997"
30.05.2025,8148226374,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"41,497"
30.05.2025,8148226374,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"41,697"
30.05.2025,8148225408,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"42,080"
30.05.2025,8148225408,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"34,997"
30.05.2025,8148225408,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"25,027"
30.05.2025,67161/62,AU TERM GERALDTON,BP CARNARVON,ULSD 10PPM,"-1,432"
30.05.2025,67161/62,AU TERM GERALDTON,BP CARNARVON,ULSD 10PPM,"-2,105"
30.05.2025,67161/62,AU TERM GERALDTON,BP CARNARVON,ULSD 10PPM,"28,498"
30.05.2025,67161/62,AU TERM GERALDTON,BP CARNARVON,ULSD 10PPM,"41,875"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-2,001"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-1,157"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-2,414"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-2,414"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"34,556"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"19,987"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"41,696"
02.06.2025,8148226281,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"41,699"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,166"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,809"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,823"
03.06.2025,8148270389,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"-1,632"
03.06.2025,8148270389,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"-1,356"
03.06.2025,8148270389,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,-976
03.06.2025,8148271653,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"-2,233"
03.06.2025,8148271653,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"-2,506"
03.06.2025,8148271654,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"-1,240"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-2,001"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-1,157"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-2,414"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"-2,414"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"31,997"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"41,498"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"41,696"
03.06.2025,8148270389,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"41,878"
03.06.2025,8148270389,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"34,793"
03.06.2025,8148270389,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"25,026"
03.06.2025,8148271653,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"36,896"
03.06.2025,8148271653,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"41,407"
03.06.2025,8148271654,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"41,696"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"34,553"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"19,988"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"41,696"
03.06.2025,8148278879,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"41,696"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-2,913"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-3,279"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-2,708"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-1,968"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"37,198"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"41,878"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"34,577"
03.06.2025,8148245883,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"25,127"
04.06.2025,8148280858,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-236
04.06.2025,8148280858,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-389
04.06.2025,8148297134,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-1,863"
04.06.2025,8148297136,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"-1,241"
04.06.2025,8148284236,AU TERM GERALDTON,ARAGON FORTNUM SINGLE,ULSD 10PPM,"-7,190"
04.06.2025,8148298842,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"-1,037"
04.06.2025,8148298842,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,-745
04.06.2025,8148280858,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"20,700"
04.06.2025,8148280858,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"34,099"
04.06.2025,8148297134,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"41,406"
04.06.2025,8148297136,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"41,698"
04.06.2025,8148284236,AU TERM GERALDTON,ARAGON FORTNUM SINGLE,ULSD 10PPM,"36,897"
04.06.2025,8148298842,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"34,857"
04.06.2025,8148298842,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"25,027"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,145"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,288"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,064"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,-773
05.06.2025,8148293008,AU TERM GERALDTON,TGE CARNARVON,ULSD 10PPM,-726
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,933"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,615"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,155"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"37,196"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"41,875"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"34,578"
05.06.2025,8148300367,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"25,128"
05.06.2025,8148293008,AU TERM GERALDTON,TGE CARNARVON,ULSD 10PPM,"5,500"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"41,878"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"34,996"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"25,028"
27.05.2025,8148155952,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"2,001"
27.05.2025,8148155952,AU TERM GERALDTON,NSR - JUNDEE SURFACE EX GER,ULSD 10PPM,"1,099"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-31,997"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-41,498"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-41,696"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,302"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,823"
03.06.2025,349700/349701,AU TERM GERALDTON,NSR - JUNDEE SURFACE,ULSD 10PPM,"-1,936"
03.06.2025,349700/349701,AU TERM GERALDTON,NSR - JUNDEE SURFACE,ULSD 10PPM,-454
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"33,996"
03.06.2025,8148263293,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"41,696"
03.06.2025,349700/349701,AU TERM GERALDTON,NSR - JUNDEE SURFACE,ULSD 10PPM,"31,997"
03.06.2025,349700/349701,AU TERM GERALDTON,NSR - JUNDEE SURFACE,ULSD 10PPM,"7,502"
04.06.2025,8148298844,AU TERM GERALDTON,MT MAGNET GOLD - BLACKCAT MINE,ULSD 10PPM,"-1,027"
04.06.2025,8148298844,AU TERM GERALDTON,MT MAGNET GOLD - BLACKCAT MINE,ULSD 10PPM,"33,367"
04.06.2025,8148298842,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"-34,857"
04.06.2025,8148298842,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,"-25,027"
04.06.2025,349717,AU TERM GERALDTON,MT MAGNET GOLD - GALAXY,ULSD 10PPM,"-2,127"
04.06.2025,349717,AU TERM GERALDTON,MT MAGNET GOLD - GALAXY,ULSD 10PPM,"34,857"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-41,878"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-34,996"
05.06.2025,8148310343,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-25,028"
05.06.2025,67237/38,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"-1,131"
05.06.2025,67237/38,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,-332
05.06.2025,67237/38,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"29,017"
05.06.2025,67237/38,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"8,505"
06.06.2025,8148317187,AU TERM GERALDTON,ARAGON FORTNUM SINGLE,ULSD 10PPM,"-7,190"
06.06.2025,8148329546,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-1,876"
06.06.2025,8148329546,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-1,863"
06.06.2025,8148325678,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,934"
06.06.2025,8148325678,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,615"
06.06.2025,8148325678,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,155"
06.06.2025,8148325679,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-236
06.06.2025,8148325679,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-468
06.06.2025,8148325679,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-389
06.06.2025,8148317187,AU TERM GERALDTON,ARAGON FORTNUM SINGLE,ULSD 10PPM,"36,897"
06.06.2025,8148329546,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"41,697"
06.06.2025,8148329546,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"41,406"
06.06.2025,8148325678,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"41,897"
06.06.2025,8148325678,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"34,996"
06.06.2025,8148325678,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"25,029"
06.06.2025,8148325679,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"20,697"
06.06.2025,8148325679,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"40,995"
06.06.2025,8148325679,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"34,098"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,934"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,618"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-1,156"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,145"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,289"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-1,064"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,-773
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"41,897"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"35,058"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"25,036"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"37,197"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"41,876"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"34,577"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"25,128"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-25,036"
05.06.2025,8148293008,AU TERM GERALDTON,TGE CARNARVON,ULSD 10PPM,"-5,500"
05.06.2025,67257,AU TERM GERALDTON,BP CARNARVON,ULSD 10PPM,"-2,086"
05.06.2025,67257,AU TERM GERALDTON,BP CARNARVON,ULSD 10PPM,"41,504"
06.06.2025,8148263298,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-3,668"
06.06.2025,8148263298,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-3,655"
06.06.2025,8148263298,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-3,666"
06.06.2025,8148263298,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"46,839"
06.06.2025,8148263298,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"46,677"
06.06.2025,8148263298,AU TERM GERALDTON,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"46,808"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-41,897"
09.06.2025,8148350668,AU TERM GERALDTON,AGNEW WAROONGA,ULSD 10PPM,"-35,058"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-37,197"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-41,876"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-34,577"
09.06.2025,8148357346,AU TERM GERALDTON,BIG BELL GOLD - DAY DAWN,ULSD 10PPM,"-25,128"
10.06.2025,8148365582,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-236
10.06.2025,8148365582,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-456
10.06.2025,8148365582,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,-389
10.06.2025,8148365582,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"20,697"
10.06.2025,8148365582,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"39,996"
10.06.2025,8148365582,AU TERM GERALDTON,AWR - NARNGULU EAST - A62535,BP ULTIMATE DIESEL,"34,097"
11.06.2025,8148391544,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-2,373"
11.06.2025,8148391544,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"-1,695"
11.06.2025,8148355508,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"-2,251"
11.06.2025,8148355508,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"-2,534"
11.06.2025,8148393622,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,-939
11.06.2025,8148393622,AU TERM GERALDTON,MT MAGNET GOLD - HILL 50,ULSD 10PPM,-748
11.06.2025,8148394420,AU TERM GERALDTON,ARAGON FORTNUM SINGLE,ULSD 10PPM,"-7,190"
11.06.2025,8148394421,AU TERM GERALDTON,MT MAGNET GOLD CUE GOLD PROJECT,ULSD 10PPM,"-1,877"
11.06.2025,8148394422,AU TERM GERALDTON,BIG BELL GOLD - BLUEBIRD MINE (MULT,ULSD 10PPM,"-1,614"
11.06.2025,8148389577,AU TERM GERALDTON,"BHP NiW - Kalgoorlie, Leinster",ULSD 10PPM,"-1,431"
11.06.2025,8148389577,AU TERM GERALDTON,"BHP NiW - Kalgoorlie, Leinster",ULSD 10PPM,"-1,916"
11.06.2025,8148389577,AU TERM GERALDTON,"BHP NiW - Kalgoorlie, Leinster",ULSD 10PPM,"-1,925"
11.06.2025,8148391544,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"35,056"
11.06.2025,8148391544,AU TERM GERALDTON,NSR - RAMONE MINE SITE EX GERALD,ULSD 10PPM,"25,030"
11.06.2025,8148355508,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"37,198"
11.06.2025,8148355508,AU TERM GERALDTON,MT MAGNET GOLD - PENNY WEST EX,ULSD 10PPM,"41,876"
