Date,Bill of Lading,Location,Customer,Product,Volume
,,,,,
GERALDTON 3PL TOTAL,,,,,
25.06.2025,8148584793,AU TERM KALGOORLIE,NSR - STH KALG - ACM/NSMS SURFACE,ULSD 10PPM,"16,470"
25.06.2025,8148584794,AU TERM KALGOORLIE,QUBE BULK - KALGOORLIE BULK TANK,ULSD 10PPM,"16,461"
25.06.2025,8148587956,AU TERM KALGOORLIE,TOLEDO AUSCO-MUNGARI (WHITE FOIL),ULSD 10PPM,"23,699"
25.06.2025,8148587957,AU TERM KALGOORLIE,SILVER LAKE RANDALLS,ULSD 10PPM,"23,699"
25.06.2025,8148587958,AU TERM KALGOORLIE,AURIZON INTERMODAL 10K TANK,ULSD 10PPM,"7,946"
25.06.2025,8148587959,AU TERM KALGOORLIE,SILVER LAKE MAXWELLS PIT,ULSD 10PPM,"33,953"
25.06.2025,8148580506,AU TERM KALGOORLIE,TOLEDO AUSCO - KUNDANA POWER STATIO,ULSD 10PPM,"33,950"
25.06.2025,8148585652,AU TERM KALGOORLIE,NSR PORPHYRY OPERATIONS (DELIVERED),ULSD 10PPM,"13,831"
25.06.2025,8148585654,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"41,444"
25.06.2025,8148585654,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"41,559"
25.06.2025,8148585654,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"17,153"
25.06.2025,8148598953,AU TERM KALGOORLIE,ST IVES HAMLET (ARGO) (S065),ULSD 10PPM,"16,301"
25.06.2025,8148598954,AU TERM KALGOORLIE,ST IVES LEVIATHAN (S062),ULSD 10PPM,"16,359"
25.06.2025,8148598954,AU TERM KALGOORLIE,ST IVES LEVIATHAN (S062),ULSD 10PPM,"9,000"
25.06.2025,8148598955,AU TERM KALGOORLIE,ST IVES INVINCIBLE (S068),ULSD 10PPM,"33,502"
25.06.2025,8148598955,AU TERM KALGOORLIE,ST IVES INVINCIBLE (S068),ULSD 10PPM,"40,655"
25.06.2025,8148599611,AU TERM KALGOORLIE,NSR - MLG WORKSHOP BRONZEWING,ULSD 10PPM,"15,600"
25.06.2025,8148599611,AU TERM KALGOORLIE,NSR - MLG WORKSHOP BRONZEWING,ULSD 10PPM,"26,222"
25.06.2025,8148599613,AU TERM KALGOORLIE,NSR - ORELIA MINE SITE SURFACE,ULSD 10PPM,"42,144"
25.06.2025,8148599613,AU TERM KALGOORLIE,NSR - ORELIA MINE SITE SURFACE,ULSD 10PPM,"42,031"
25.06.2025,8148599613,AU TERM KALGOORLIE,NSR - ORELIA MINE SITE SURFACE,ULSD 10PPM,"18,802"
25.06.2025,8148561603,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"41,502"
25.06.2025,8148561603,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"37,454"
25.06.2025,8148561603,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"41,454"
25.06.2025,8148599419,AU TERM KALGOORLIE,AGNEW NEW HOLLAND,ULSD 10PPM,"24,091"
25.06.2025,8148604574,AU TERM KALGOORLIE,AGNEW GATEHOUSE,ULSD 10PPM,"31,970"
25.06.2025,8148604576,AU TERM KALGOORLIE,AGNEW WAROONGA,ULSD 10PPM,"6,001"
25.06.2025,8148604576,AU TERM KALGOORLIE,AGNEW WAROONGA,ULSD 10PPM,"41,521"
25.06.2025,8148604576,AU TERM KALGOORLIE,AGNEW WAROONGA,ULSD 10PPM,"17,262"
25.06.2025,8148603439,AU TERM KALGOORLIE,SILVER LAKE DAISY WORKSHOP,ULSD 10PPM,"13,850"
25.06.2025,8148604640,AU TERM KALGOORLIE,SILVER LAKE SANTA MINE,ULSD 10PPM,"23,372"
25.06.2025,8148604640,AU TERM KALGOORLIE,SILVER LAKE SANTA MINE,ULSD 10PPM,"40,601"
25.06.2025,8148604640,AU TERM KALGOORLIE,SILVER LAKE SANTA MINE,ULSD 10PPM,"25,818"
25.06.2025,8148604644,AU TERM KALGOORLIE,SILVER LAKE RANDALLS,ULSD 10PPM,"15,112"
20.06.2025,7997,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"-1,114"
20.06.2025,7997,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"74,881"
18.05.2025,51761/51762,AU TERM KALGOORLIE,KARORA HIGGINSVILLE ATREDES,ULSD 10PPM,"-1,111"
18.05.2025,51761/51762,AU TERM KALGOORLIE,KARORA HIGGINSVILLE ATREDES,ULSD 10PPM,"-1,156"
18.05.2025,51761/51762,AU TERM KALGOORLIE,KARORA HIGGINSVILLE ATREDES,ULSD 10PPM,"35,901"
18.05.2025,51761/51762,AU TERM KALGOORLIE,KARORA HIGGINSVILLE ATREDES,ULSD 10PPM,"37,348"
22.05.2025,8148106616,AU TERM KALGOORLIE,TOLEDO AUSCO - Mill,ULSD 10PPM,-427
22.05.2025,8148106616,AU TERM KALGOORLIE,TOLEDO AUSCO - Mill,ULSD 10PPM,"37,217"
25.05.2025,8148142066,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,-555
25.05.2025,8148142066,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,-723
25.05.2025,8148142066,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"32,663"
25.05.2025,8148142066,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"42,506"
27.05.2025,8148162011,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,-706
27.05.2025,8148162011,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,-637
27.05.2025,8148162011,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,-705
27.05.2025,8148149494,AU TERM KALGOORLIE,TOLEDO AUSCO - Mill,ULSD 10PPM,-189
27.05.2025,8148175803,AU TERM KALGOORLIE,NSR PORPHYRY OPERATIONS (DELIVERED),ULSD 10PPM,-646
27.05.2025,8148175803,AU TERM KALGOORLIE,NSR PORPHYRY OPERATIONS (DELIVERED),ULSD 10PPM,-706
27.05.2025,8148162011,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"41,500"
27.05.2025,8148162011,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"37,455"
27.05.2025,8148162011,AU TERM KALGOORLIE,NSR CDO OPERATIONS (DELIVERED),ULSD 10PPM,"41,453"
27.05.2025,8148149494,AU TERM KALGOORLIE,TOLEDO AUSCO - Mill,ULSD 10PPM,"16,458"
27.05.2025,8148175803,AU TERM KALGOORLIE,NSR PORPHYRY OPERATIONS (DELIVERED),ULSD 10PPM,"37,979"
27.05.2025,8148175803,AU TERM KALGOORLIE,NSR PORPHYRY OPERATIONS (DELIVERED),ULSD 10PPM,"41,520"
15.06.2025,8148432445,AU TERM KALGOORLIE,ST IVES INVINCIBLE (S068),ULSD 10PPM,-401
15.06.2025,369599,AU TERM KALGOORLIE,ST IVES ATHENA (S064),ULSD 10PPM,-342
15.06.2025,8148432445,AU TERM KALGOORLIE,ST IVES INVINCIBLE (S068),ULSD 10PPM,"33,501"
15.06.2025,369599,AU TERM KALGOORLIE,ST IVES ATHENA (S064),ULSD 10PPM,"17,355"
16.06.2025,369567,AU TERM KALGOORLIE,ST IVES INVINCIBLE (S068),ULSD 10PPM,-183
16.06.2025,369567,AU TERM KALGOORLIE,ST IVES INVINCIBLE (S068),ULSD 10PPM,"15,297"
17.06.2025,8148464893,AU TERM KALGOORLIE,AWR - KALGOORLIE - A25716 (Delivere,ULSD 10PPM,-206
17.06.2025,8148464893,AU TERM KALGOORLIE,AWR - KALGOORLIE - A25716 (Delivere,ULSD 10PPM,"16,461"
19.06.2025,8148521767,AU TERM KALGOORLIE,GOLD ROAD YAMANA EXPLORATION CAMP,ULSD 10PPM,"-2,086"
19.06.2025,8148521767,AU TERM KALGOORLIE,GOLD ROAD YAMANA EXPLORATION CAMP,ULSD 10PPM,"32,773"
26.06.2025,8148599416,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-1,173"
26.06.2025,8148599416,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"-1,177"
26.06.2025,8148599416,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,-877
26.06.2025,8148599416,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"41,562"
26.06.2025,8148599416,AU TERM KALGOORLIE,GREENSTONE RESOURCES VAULT KING OF,ULSD 10PPM,"30,979"
26.06.2025,8148604931,AU TERM KALGOORLIE,KCGM MT CHARLOTTE,ULSD 10PPM,-224
26.06.2025,8148604931,AU TERM KALGOORLIE,KCGM MT CHARLOTTE,ULSD 10PPM,"16,471"
24.06.2025,8009,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"-1,032"
24.06.2025,8008,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,-130
24.06.2025,8009,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"69,379"
24.06.2025,8008,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"8,748"
25.06.2025,8013,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,-763
25.06.2025,8013,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"51,309"
29.06.2025,8027,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"-1,118"
29.06.2025,8027,AUTHDPTYCALEX KALGOORLIE,KARORA BETA HUNT MINING,ULSD 10PPM,"75,125"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,KALGOORLIE 3PL TOTAL,,"19,638,885"
,,,,,
KALGOORLIE CAPTIVE TOTAL,,,,,
27.05.2025,D2219075,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-479
27.05.2025,D2219075,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"65,831"
29.05.2025,D2219083,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-197
29.05.2025,D2219083,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"16,475"
30.05.2025,D2219297,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-654
30.05.2025,D2219296,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-284
30.05.2025,D2219291,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,-105
30.05.2025,D2219291,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,-350
30.05.2025,D2219297,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"89,832"
30.05.2025,D2219296,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"23,704"
30.05.2025,D2219291,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,"8,771"
30.05.2025,D2219291,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,"29,204"
31.05.2025,D2219293,AU THDPTY GSF X KALGOORLIE,TOLEDO AUSCO MGO CAMP,ULSD 10PPM,-120
31.05.2025,D2219313,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-197
31.05.2025,D2219293,AU THDPTY GSF X KALGOORLIE,TOLEDO AUSCO MGO CAMP,ULSD 10PPM,"6,504"
31.05.2025,D2219313,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"16,459"
01.06.2025,D2219754,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-468
01.06.2025,D2219754,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"64,290"
02.06.2025,D2219757,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-99
02.06.2025,D2219755,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-197
02.06.2025,D2219757,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"8,301"
02.06.2025,D2219755,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"16,460"
03.06.2025,D2219775,AU THDPTY GSF X KALGOORLIE,HOLCIM KALCRUSH WA CRUSHING,ULSD 10PPM,-410
03.06.2025,D2219759,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,Regular Unleaded Petrol 91 Octane,-420
03.06.2025,D2219758,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,PREMIUM 98 ULTIMATE,-112
03.06.2025,D2219758,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,Regular Unleaded Petrol 91 Octane,-259
03.06.2025,D2219758,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,ULSD 10PPM,-652
03.06.2025,D2219775,AU THDPTY GSF X KALGOORLIE,HOLCIM KALCRUSH WA CRUSHING,ULSD 10PPM,"10,002"
03.06.2025,D2219759,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,Regular Unleaded Petrol 91 Octane,"57,650"
03.06.2025,D2219758,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,PREMIUM 98 ULTIMATE,"6,002"
03.06.2025,D2219758,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,Regular Unleaded Petrol 91 Octane,"13,850"
03.06.2025,D2219758,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,ULSD 10PPM,"34,802"
04.06.2025,D2219760,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,-94
04.06.2025,D2219760,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,-188
04.06.2025,D2219760,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-413
04.06.2025,D2219761,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-434
04.06.2025,D2219760,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,"7,851"
04.06.2025,D2219760,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,"15,700"
04.06.2025,D2219760,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"34,499"
04.06.2025,D2219761,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"59,550"
05.06.2025,D2219762,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,-507
05.06.2025,D2219762,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-183
05.06.2025,D2219763,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-420
05.06.2025,D2219762,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,"42,351"
05.06.2025,D2219762,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"15,298"
05.06.2025,D2219763,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"57,653"
07.06.2025,D2219972,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-371
07.06.2025,D2219972,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"31,003"
09.06.2025,D2220712,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-197
09.06.2025,D2220712,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"16,470"
10.06.2025,D2220716,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,PREMIUM 98 ULTIMATE,-56
10.06.2025,D2220716,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,Regular Unleaded Petrol 91 Octane,-262
10.06.2025,D2220716,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,ULSD 10PPM,-591
10.06.2025,D2220715,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,-275
10.06.2025,D2220715,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,-183
10.06.2025,D2220715,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-223
10.06.2025,D2220716,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,PREMIUM 98 ULTIMATE,"3,001"
10.06.2025,D2220716,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,Regular Unleaded Petrol 91 Octane,"14,002"
10.06.2025,D2220716,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,ULSD 10PPM,"31,546"
10.06.2025,D2220715,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,"23,004"
10.06.2025,D2220715,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,"15,303"
10.06.2025,D2220715,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"18,651"
11.06.2025,D2220800,AU THDPTY GSF X KALGOORLIE,VEOLIA R&R KALGOORLIE 9.9KL BULK,ULSD 10PPM,-553
11.06.2025,D2220734,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-880
11.06.2025,D2220733,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-121
11.06.2025,D2220800,AU THDPTY GSF X KALGOORLIE,VEOLIA R&R KALGOORLIE 9.9KL BULK,ULSD 10PPM,"8,503"
11.06.2025,D2220734,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"120,851"
11.06.2025,D2220733,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"16,606"
12.06.2025,D2220649,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,PREMIUM 98 ULTIMATE,-230
12.06.2025,D2220649,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,Regular Unleaded Petrol 91 Octane,-79
12.06.2025,D2220649,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-111
12.06.2025,D2220648,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,-284
12.06.2025,D2220648,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-413
12.06.2025,D2220649,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,PREMIUM 98 ULTIMATE,"31,556"
12.06.2025,D2220649,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,Regular Unleaded Petrol 91 Octane,"10,805"
12.06.2025,D2220649,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"15,299"
12.06.2025,D2220648,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,"23,750"
12.06.2025,D2220648,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"34,493"
13.06.2025,D2220650,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-572
13.06.2025,D2220654,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-197
13.06.2025,D2220652,AU THDPTY GSF X KALGOORLIE,TOLEDO AUSCO MGO CAMP,ULSD 10PPM,-129
13.06.2025,D2220650,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,"78,506"
13.06.2025,D2220654,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"16,472"
13.06.2025,D2220652,AU THDPTY GSF X KALGOORLIE,TOLEDO AUSCO MGO CAMP,ULSD 10PPM,"7,001"
16.06.2025,D2220887,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,-195
16.06.2025,D2220887,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,-248
16.06.2025,D2220887,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-276
16.06.2025,D2220887,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,PREMIUM 98 ULTIMATE,"16,306"
16.06.2025,D2220887,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,"20,751"
16.06.2025,D2220887,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,"23,093"
18.06.2025,D2222114,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,PREMIUM 98 ULTIMATE,-112
18.06.2025,D2222114,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,Regular Unleaded Petrol 91 Octane,-313
18.06.2025,D2222114,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,ULSD 10PPM,-636
18.06.2025,D2222115,AU THDPTY GSF X KALGOORLIE,SWAN TRANSIT KALGOORLIE,ULSD 10PPM,-423
18.06.2025,D2222116,AU THDPTY GSF X KALGOORLIE,BP KALGOORLIE TRUCKSTOP,ULSD 10PPM,-867
18.06.2025,D2222117,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,Regular Unleaded Petrol 91 Octane,-193
18.06.2025,D2222117,AU THDPTY GSF X KALGOORLIE,BP GOLDEN GATE,ULSD 10PPM,-507
18.06.2025,D2222114,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,PREMIUM 98 ULTIMATE,"5,999"
18.06.2025,D2222114,AU THDPTY GSF X KALGOORLIE,BP KAMBALDA,Regular Unleaded Petrol 91 Octane,"16,703"
