ESPERANCE,,,,,,
Date,Bill of Lading,Location,Customer,Product,Volume,
16.07.2025,8148821218,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
16.07.2025,8148821219,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
16.07.2025,8148821219,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
16.07.2025,8148821218,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,763",
16.07.2025,8148821218,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,742",
16.07.2025,8148821219,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,762",
16.07.2025,8148821219,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,745",
17.07.2025,8148829591,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
17.07.2025,8148829591,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
17.07.2025,8148829596,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
17.07.2025,8148829596,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
17.07.2025,8148829591,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,761",
17.07.2025,8148829591,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,740",
17.07.2025,8148829596,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,761",
17.07.2025,8148829596,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,739",
18.07.2025,8148829850,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-292,
18.07.2025,8148829850,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-314,
18.07.2025,8148829851,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-292,
18.07.2025,8148829851,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-314,
18.07.2025,8148829850,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,473",
18.07.2025,8148829850,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,865",
18.07.2025,8148829851,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,482",
18.07.2025,8148829851,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,869",
19.07.2025,8148822848,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-256,
19.07.2025,8148822848,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-248,
19.07.2025,8148822847,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-292,
19.07.2025,8148822847,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-314,
19.07.2025,8148822848,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"39,080",
19.07.2025,8148822848,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"37,801",
19.07.2025,8148822847,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,480",
19.07.2025,8148822847,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,873",
20.07.2025,8148947285,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
20.07.2025,8148947285,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
20.07.2025,8148947285,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,763",
20.07.2025,8148947285,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,739",
21.07.2025,8148947287,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
21.07.2025,8148947287,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
21.07.2025,8148947476,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
21.07.2025,8148947476,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
21.07.2025,8148947287,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,763",
21.07.2025,8148947287,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,740",
21.07.2025,8148947476,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,763",
21.07.2025,8148947476,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,742",
23.07.2025,8148995760,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
23.07.2025,8148995760,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
23.07.2025,8148995761,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
23.07.2025,8148995761,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
23.07.2025,8148995760,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,762",
23.07.2025,8148995760,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,742",
23.07.2025,8148995761,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,765",
23.07.2025,8148995761,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,740",
24.07.2025,8148995762,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
24.07.2025,8148995762,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
24.07.2025,8148990359,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
24.07.2025,8148990359,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
24.07.2025,8148995772,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
24.07.2025,8148995772,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
24.07.2025,8148995762,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,761",
24.07.2025,8148995762,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,739",
24.07.2025,8148990359,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,762",
24.07.2025,8148990359,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,742",
24.07.2025,8148995772,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,762",
24.07.2025,8148995772,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,744",
19.05.2025,51767,AU TERM KALGOORLIE,SILVER LAKE FRENCH KISS,ULSD 10PPM,-412,
19.05.2025,51767,AU TERM KALGOORLIE,SILVER LAKE FRENCH KISS,ULSD 10PPM,"23,701",
22.07.2025,370872,AU TERM KALGOORLIE,NSR - ORELIA MINE SITE SURFACE,ULSD 10PPM,"-1,912",
22.07.2025,370872,AU TERM KALGOORLIE,NSR - ORELIA MINE SITE SURFACE,ULSD 10PPM,"41,329",
25.07.2025,8148994716,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-134,
25.07.2025,8148994716,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-285,
25.07.2025,8148994716,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-314,
25.07.2025,8148994717,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-134,
25.07.2025,8148994717,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-285,
25.07.2025,8148994717,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-314,
25.07.2025,8148994716,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"20,433",
25.07.2025,8148994716,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,452",
25.07.2025,8148994716,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,870",
25.07.2025,8148994717,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"20,431",
25.07.2025,8148994717,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,452",
25.07.2025,8148994717,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,871",
26.07.2025,8148959603,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-134,
26.07.2025,8148959603,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-285,
26.07.2025,8148959603,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-314,
26.07.2025,8148959603,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"20,433",
26.07.2025,8148959603,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,449",
26.07.2025,8148959603,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,875",
27.07.2025,8149028032,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-290,
27.07.2025,8149028032,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
27.07.2025,8149028033,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-290,
27.07.2025,8149028033,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
27.07.2025,8149028032,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,231",
27.07.2025,8149028032,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,780",
27.07.2025,8149028033,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,229",
27.07.2025,8149028033,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,780",
28.07.2025,8149028034,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-290,
28.07.2025,8149028034,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
28.07.2025,8149028035,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-290,
28.07.2025,8149028035,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
28.07.2025,8149028034,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,234",
28.07.2025,8149028034,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,782",
28.07.2025,8149028035,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,230",
28.07.2025,8149028035,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,783",
29.07.2025,8149028801,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
29.07.2025,8149028801,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
29.07.2025,8149086297,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-290,
29.07.2025,8149086297,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
29.07.2025,8149028801,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,764",
29.07.2025,8149028801,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,741",
29.07.2025,8149086297,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"44,230",
29.07.2025,8149086297,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,780",
30.07.2025,8149081783,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-287,
30.07.2025,8149081783,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-313,
30.07.2025,8149086298,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-286,
30.07.2025,8149086298,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-314,
30.07.2025,8149086298,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,-134,
30.07.2025,8149081783,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,763",
30.07.2025,8149081783,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,739",
30.07.2025,8149086298,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"43,532",
30.07.2025,8149086298,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"47,871",
30.07.2025,8149086298,AU TERM KALGOORLIE,KCGM FIMISTON EX KALGOORLIE,ULSD 10PPM,"20,433",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,KALGOORLIE 3PL TOTAL,,,"6,163,136",
,,,,,,
KEWDALE,,,,,,
01.07.2025,8148593769,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"-1,909",
01.07.2025,8148593769,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"-2,078",
01.07.2025,8148593769,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"39,246",
01.07.2025,8148593769,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"42,732",
02.07.2025,8148599830,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-909,
02.07.2025,8148599830,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-978,
02.07.2025,8148599830,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,"44,481",
02.07.2025,8148599830,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,"47,870",
27.06.2025,GARY MCGRATH,AU TERM KEWDALE,AU AIRPT JANDAKOT,JET A-1,-808,
27.06.2025,8148626719,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,-346,
30.06.2025,8148595668,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,-779,
30.06.2025,8148595668,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,"-1,462",
30.06.2025,8148595668,AU TERM KEWDALE,SILVER LAKE (ROTHSAY) VAULT,ULSD 10PPM,"-1,701",
30.06.2025,8148634540,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,683",
30.06.2025,8148634540,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,377",
30.06.2025,8148632574,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-14,
01.07.2025,8148683908,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-548,
01.07.2025,8148607149,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,769",
01.07.2025,8148607149,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,453",
01.07.2025,8148628638,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,847",
01.07.2025,8148628638,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-3,086",
02.07.2025,8148688717,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-312,
02.07.2025,8148688717,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-166,
02.07.2025,8148687313,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-19,
02.07.2025,8148688735,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-836,
02.07.2025,8148688735,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-956,
02.07.2025,8148679654,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-952,
02.07.2025,8148679654,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-773,
02.07.2025,GARY MCGRATH,AU TERM KEWDALE,AU AIRPT JANDAKOT,JET A-1,-770,
02.07.2025,8148697433,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-451,
02.07.2025,8148661887,AU TERM KEWDALE,BGC THE LAKES,ULSD 10PPM,-438,
02.07.2025,8148661887,AU TERM KEWDALE,BGC THE LAKES,ULSD 10PPM,-254,
02.07.2025,8148705623,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-765,
02.07.2025,8148705623,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-769,
02.07.2025,8148703939,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,-319,
02.07.2025,8148634542,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,848",
02.07.2025,8148634542,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-3,087",
02.07.2025,8148634860,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,852",
02.07.2025,8148634860,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-3,081",
03.07.2025,8148698195,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY GARAGE,ULSD 10PPM,"-1,628",
03.07.2025,8148682039,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"-1,909",
03.07.2025,8148682039,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"-2,078",
03.07.2025,8148705610,AU TERM KEWDALE,CHARLES HULL WAGERUP,ULSD 10PPM,-943,
03.07.2025,8148698388,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-829,
03.07.2025,8148698388,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-819,
03.07.2025,SCOTT ROGERS,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"-1,368",
03.07.2025,SCOTT ROGERS,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"-1,794",
03.07.2025,8148709800,AU TERM KEWDALE,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,"-1,034",
03.07.2025,8148709800,AU TERM KEWDALE,B & J CATALANO - BRUNSWICK JUNCTION,ULSD 10PPM,-551,
03.07.2025,8148719655,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-829,
03.07.2025,8148719655,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-819,
03.07.2025,8148685858,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-28,
03.07.2025,8148634896,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,847",
03.07.2025,8148634896,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-3,087",
29.06.2025,8148637794,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-515,
29.06.2025,358012,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-315,
04.07.2025,8148698584,AU TERM KEWDALE,PIACENTINI - TIWEST PROJECT CATABY,ULSD 10PPM,-341,
04.07.2025,8148698584,AU TERM KEWDALE,PIACENTINI - TIWEST PROJECT CATABY,ULSD 10PPM,-639,
04.07.2025,8148698584,AU TERM KEWDALE,PIACENTINI - TIWEST PROJECT CATABY,ULSD 10PPM,-744,
04.07.2025,TERRY HARROP,AU TERM KEWDALE,AU AIRPT JANDAKOT,JET A-1,-834,
04.07.2025,8148721750,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY MAIN,ULSD 10PPM,-784,
04.07.2025,8148721750,AU TERM KEWDALE,SOUTH32 WORSLEY REFINERY MAIN,ULSD 10PPM,-896,
04.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-569,
04.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"-1,982",
04.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"-2,254",
04.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-459,
04.07.2025,8148719654,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-829,
04.07.2025,8148719654,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-819,   
04.07.2025,8148685859,AU TERM KEWDALE,CHARLES HULL-NORTH DANDALUP,ULSD 10PPM,-943,
04.07.2025,8148717526,AU TERM KEWDALE,PIACENTINI - MYARA,ULSD 10PPM,-799,
04.07.2025,SCOTT ROGERS,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"-1,368",
04.07.2025,SCOTT ROGERS,AU TERM KEWDALE,AU AIRPT BUSSELTON,JET A-1,"-1,794",
04.07.2025,8148719009,AU TERM KEWDALE,CHARLES HULL - COOLUP,ULSD 10PPM,-971,
10.07.2025,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,"-1,997",
10.07.2025,MARK BLACKWOOD,AU TERM KEWDALE,AU AIRPT KALGOORLIE,JET A-1,"-2,168",
10.07.2025,8148735934,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-877,
10.07.2025,8148735934,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-777,
10.07.2025,8148741414,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,813",
10.07.2025,8148741414,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-3,087",
10.07.2025,8148742109,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,868",
10.07.2025,8148742109,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-3,086",
07.07.2025,8148722957,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"-1,909",
07.07.2025,8148722957,AU TERM KEWDALE,EMR GOLDEN GROVE,ULSD 10PPM,"-2,078",
07.07.2025,8148737052,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-877,
07.07.2025,8148737052,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-777,
07.07.2025,8148734606,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-818,
07.07.2025,8148734606,AU TERM KEWDALE,TALISON LITHIUM MSA TSF LV,BP ULTIMATE DIESEL,-713,
07.07.2025,8148738530,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-829,
07.07.2025,8148738530,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-819,
07.07.2025,8148738531,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-825,
07.07.2025,8148738531,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-956,
07.07.2025,8148729954,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-829,
07.07.2025,8148729954,AU TERM KEWDALE,SOUTH32 BBM MARRADONG SADDLEBACK,ULSD 10PPM,-819,
07.07.2025,8148733394,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-312,
07.07.2025,8148733394,AU TERM KEWDALE,BGC HAZELMERE,ULSD 10PPM,-166,
07.07.2025,8148740762,AU TERM KEWDALE,LINFOX - KEWDALE (DEL),ULSD 10PPM,-14,
07.07.2025,8148742167,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,852",
07.07.2025,8148742167,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-3,081",
07.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,Regular Unleaded Petrol 91 Octane,-571,
07.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"-1,981",
07.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,"-2,254",
07.07.2025,JAMES MYNARD,AU TERM KEWDALE,BP CARNARVON,ULSD 10PPM,-459,
07.07.2025,8148734163,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-737,
07.07.2025,8148734163,AU TERM KEWDALE,AWR FORRESTFIELD T70 CARRIER,BP ULTIMATE DIESEL,-495,
07.07.2025,8148759634,AU TERM KEWDALE,LINFOX HAZELMERE (DEL),ULSD 10PPM,-357,
07.07.2025,8148768093,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,"-1,515",
07.07.2025,8148768093,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,"-1,000",
07.07.2025,8148768093,AU TERM KEWDALE,KARARA MINING LIMITED MINE SITE,BP ULTIMATE DIESEL,"-1,002",
03.07.2025,8148634780,AU TERM KEWDALE,KCGM FIMISTON EX KEWDALE,ULSD 10PPM,"-2,852",
